id;idArea;area;partida;idCapitulo;capitulo;idOrgano;organo;creditoInicial;creditoModificacion;creditoDefinitivo;gastoComprometido;obligacionNeta;pagoNeto;obligacionPendientePago;remanenteDeCredito;fecha;concepto
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ACS--2313-22799";"05";"ACCION SOCIAL Y FAMILIA";"SERVICIO DE AYUDA A DOMICILIO";"2";"Gastos en Bienes Corrientes y Servicios";"ACS";"ACCION SOCIAL";"20000000";"0";"20000000";"0";"0";"0";"0";"20000000";"20220128";"22ACS--2313-22799"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ACS--2314-22699";"05";"ACCION SOCIAL Y FAMILIA";"LUCHA CONTRA LA POBREZA INFANTIL: ZARAGALLA Y OTRAS INTERVENCIONES";"2";"Gastos en Bienes Corrientes y Servicios";"ACS";"ACCION SOCIAL";"700000";"0";"700000";"0";"0";"0";"0";"700000";"20220128";"22ACS--2314-22699"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ACS--2314-22799";"05";"ACCION SOCIAL Y FAMILIA";"SERVICIOS INFANCIA: CENTROS TIEMPO LIBRE, LUDOTECAS Y OTROS";"2";"Gastos en Bienes Corrientes y Servicios";"ACS";"ACCION SOCIAL";"5250000";"0";"5250000";"0";"0";"0";"0";"5250000";"20220128";"22ACS--2314-22799"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ACS--2316-22699";"05";"ACCION SOCIAL Y FAMILIA";"PLAN DE CHOQUE CRISIS:AYUDAS PARA GASTOSDE ALIMENTACION";"2";"Gastos en Bienes Corrientes y Servicios";"ACS";"ACCION SOCIAL";"9580000";"0";"9580000";"0";"0";"0";"0";"9580000";"20220128";"22ACS--2316-22699"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ACS--2317-22706";"05";"ACCION SOCIAL Y FAMILIA";"PREVENCION ADICCION APUESTAS DEPORTIVASEN POBLACION INFANTO-JUVENIL";"2";"Gastos en Bienes Corrientes y Servicios";"ACS";"ACCION SOCIAL";"40000";"0";"40000";"0";"0";"0";"0";"40000";"20220128";"22ACS--2317-22706"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ACS--2317-22799";"05";"ACCION SOCIAL Y FAMILIA";"PROGRAMA ATENCION MUJER EMBARAZADA";"2";"Gastos en Bienes Corrientes y Servicios";"ACS";"ACCION SOCIAL";"150000";"0";"150000";"0";"0";"0";"0";"150000";"20220128";"22ACS--2317-22799"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ACS--2318-22199";"05";"ACCION SOCIAL Y FAMILIA";"SUMINISTROS, MANTENIMIENTO Y TRANSPORTEESCUELA JARDINERIA EL PINAR";"2";"Gastos en Bienes Corrientes y Servicios";"ACS";"ACCION SOCIAL";"70000";"0";"70000";"0";"0";"0";"0";"70000";"20220128";"22ACS--2318-22199"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ACS--2319-21200";"05";"ACCION SOCIAL Y FAMILIA";"FUNCIONAMIENTO Y MANTENIMIENTO. CASA AMPARO (AMPLIABLE)";"2";"Gastos en Bienes Corrientes y Servicios";"ACS";"ACCION SOCIAL";"200000";"0";"200000";"0";"0";"0";"0";"200000";"20220128";"22ACS--2319-21200"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9202-62300";"01";"ALCALDIA";"ADQUISICION MATERIAL  DIRECCION DE COMUNICACION";"6";"Inversiones Reales";"ALC";"ALCALDIA";"30000";"0";"30000";"0";"0";"0";"0";"30000";"20220128";"22ALC--9202-62300"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9221-48100";"01";"ALCALDIA";"A LA FEDERACION ESPAÑOLA DE MUNICIPIOS YPROVINCIAS";"4";"Transferencias Corrientes";"ALC";"ALCALDIA";"39000";"0";"39000";"0";"0";"0";"0";"39000";"20220128";"22ALC--9221-48100"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9221-48101";"01";"ALCALDIA";"A LA FEDERACION ARAGONESA DE MUNICIPIOS,COMARCAS Y PROVINCIAS";"4";"Transferencias Corrientes";"ALC";"ALCALDIA";"136000";"0";"136000";"0";"0";"0";"0";"136000";"20220128";"22ALC--9221-48101"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9221-48102";"01";"ALCALDIA";"CUOTA EBROPOLIS AYUNTAMIENTO Y GRUPOS POLITICOS";"4";"Transferencias Corrientes";"ALC";"ALCALDIA";"5000";"0";"5000";"0";"0";"0";"0";"5000";"20220128";"22ALC--9221-48102"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9221-48103";"01";"ALCALDIA";"CUOTA CONSEJO ARAGONES DEL MOVIMIENTO EUROPEO (CAMEUR)";"4";"Transferencias Corrientes";"ALC";"ALCALDIA";"12000";"0";"12000";"0";"0";"0";"0";"12000";"20220128";"22ALC--9221-48103"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9201-22699";"01";"ALCALDIA";"ASESORAMIENTO Y DEFENSA LEGAL PERSONAL MUNICIPAL";"2";"Gastos en Bienes Corrientes y Servicios";"ALC";"ALCALDIA";"10000";"0";"10000";"0";"0";"0";"0";"10000";"20220128";"22ALC--9201-22699"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9202-22602";"01";"ALCALDIA";"SERVICIOS, ASISTENCIAS Y CONTRATOS DE LADIRECCION DE COMUNICACION";"2";"Gastos en Bienes Corrientes y Servicios";"ALC";"ALCALDIA";"725000";"0";"725000";"0";"0";"0";"0";"725000";"20220128";"22ALC--9202-22602"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9202-22799";"01";"ALCALDIA";"INFORMACION MUNICIPAL";"2";"Gastos en Bienes Corrientes y Servicios";"ALC";"ALCALDIA";"160000";"0";"160000";"0";"0";"0";"0";"160000";"20220128";"22ALC--9202-22799"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9206-22604";"01";"ALCALDIA";"MINUTAS Y COSTAS JUDICIALES (AMPLIABLE)";"2";"Gastos en Bienes Corrientes y Servicios";"ALC";"ALCALDIA";"30000";"0";"30000";"6620.7";"6620.7";"0";"6620.7";"23379.3";"20220128";"22ALC--9206-22604"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9206-22699";"01";"ALCALDIA";"GASTOS DE FUNCIONAMIENTO. ASESORIA JURIDICA";"2";"Gastos en Bienes Corrientes y Servicios";"ALC";"ALCALDIA";"20000";"0";"20000";"77.06";"77.06";"0";"77.06";"19922.94";"20220128";"22ALC--9206-22699"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9221-22601";"01";"ALCALDIA";"SERVICIO DE PROTOCOLO DE LA CORPORACION";"2";"Gastos en Bienes Corrientes y Servicios";"ALC";"ALCALDIA";"180000";"0";"180000";"5000";"5000";"5000";"0";"175000";"20220128";"22ALC--9221-22601"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22ALC--9221-22699";"01";"ALCALDIA";"RELACIONES INSTITUCIONALES";"2";"Gastos en Bienes Corrientes y Servicios";"ALC";"ALCALDIA";"100000";"0";"100000";"0";"0";"0";"0";"100000";"20220128";"22ALC--9221-22699"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CAF--0111-91100";"03";"PRESIDENCIA, HACIENDA E INTERIOR";"AMORTIZACION DE PRESTAMOS A LARGO PLAZODE ENTES DEL SECTOR PUBLICO";"9";"Pasivo Financiero";"CAF";"CARGA FINANCIERA";"2084616";"0";"2084616";"0";"0";"0";"0";"2084616";"20220128";"22CAF--0111-91100"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CAF--0111-91300";"03";"PRESIDENCIA, HACIENDA E INTERIOR";"AMORTIZACION DE PRESTAMOS A LARGO PLAZODE ENTES DE FUERA DEL SECTOR PUBLICO";"9";"Pasivo Financiero";"CAF";"CARGA FINANCIERA";"46316513";"0";"46316513";"1519105.82";"1519105.82";"1519105.82";"0";"44797407.18";"20220128";"22CAF--0111-91300"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CAF--0111-31000";"03";"PRESIDENCIA, HACIENDA E INTERIOR";"INTERESES";"3";"Gastos Financieros";"CAF";"CARGA FINANCIERA";"8300000";"0";"8300000";"674740.58";"674740.58";"674740.58";"0";"7625259.42";"20220128";"22CAF--0111-31000"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CAF--0111-35900";"03";"PRESIDENCIA, HACIENDA E INTERIOR";"OTROS GASTOS FINANCIEROS";"3";"Gastos Financieros";"CAF";"CARGA FINANCIERA";"7000";"0";"7000";"0";"0";"0";"0";"7000";"20220128";"22CAF--0111-35900"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CEM--1641-62300";"04";"URBANISMO Y EQUIPAMIENTOS";"ADQUISICION BIENES Y EQUIPOS INVENTARIABLES";"6";"Inversiones Reales";"CEM";"CEMENTERIOS";"75000";"0";"75000";"0";"0";"0";"0";"75000";"20220128";"22CEM--1641-62300"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CEM--1641-21200";"04";"URBANISMO Y EQUIPAMIENTOS";"MANTENIMIENTO, GASTOS FUNCIONAMIENTO  YACTIVIDADES CULTURALES CEMENTERIO";"2";"Gastos en Bienes Corrientes y Servicios";"CEM";"CEMENTERIOS";"75000";"0";"75000";"0";"0";"0";"0";"75000";"20220128";"22CEM--1641-21200"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CEM--1641-21201";"04";"URBANISMO Y EQUIPAMIENTOS";"RECUPERACION NICHOS Y SEPULTURAS, ALQUILER MAQUINARIA, MTO.Y OTROS SERVICIOS DE";"2";"Gastos en Bienes Corrientes y Servicios";"CEM";"CEMENTERIOS";"150000";"0";"150000";"0";"0";"0";"0";"150000";"20220128";"22CEM--1641-21201"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CEM--1641-21300";"04";"URBANISMO Y EQUIPAMIENTOS";"EQUIPOS Y MEDIOS DE SEGURIDAD Y SALUD BRIGADAS CEMENTERIO";"2";"Gastos en Bienes Corrientes y Servicios";"CEM";"CEMENTERIOS";"20000";"0";"20000";"0";"0";"0";"0";"20000";"20220128";"22CEM--1641-21300"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CEM--1641-21301";"04";"URBANISMO Y EQUIPAMIENTOS";"MATERIALES Y HERRAMIENTAS BRIGADAS CEMENTERIO";"2";"Gastos en Bienes Corrientes y Servicios";"CEM";"CEMENTERIOS";"30000";"0";"30000";"0";"0";"0";"0";"30000";"20220128";"22CEM--1641-21301"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CEM--1641-22706";"04";"URBANISMO Y EQUIPAMIENTOS";"INTEGRACION BASES DE DATOS Y APLICACIONES CEMENTERIOS";"2";"Gastos en Bienes Corrientes y Servicios";"CEM";"CEMENTERIOS";"100000";"0";"100000";"0";"0";"0";"0";"100000";"20220128";"22CEM--1641-22706"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CIN--4921-62500";"06";"ECONOMIA, INNOVACION Y EMPLEO";"INVERSIONES CIUDAD INTELIGENTE";"6";"Inversiones Reales";"CIN";"CIUDAD INTELIGENTE";"25000";"0";"25000";"0";"0";"0";"0";"25000";"20220128";"22CIN--4921-62500"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CIN--4911-22699";"06";"ECONOMIA, INNOVACION Y EMPLEO";"PROYECTO CESAR CON LA UNIVERSIDAD DE ZARAGOZA";"2";"Gastos en Bienes Corrientes y Servicios";"CIN";"CIUDAD INTELIGENTE";"166000";"0";"166000";"0";"0";"0";"0";"166000";"20220128";"22CIN--4911-22699"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CIN--4911-22799";"06";"ECONOMIA, INNOVACION Y EMPLEO";"SERVICIOS DE CIUDAD INTELIGENTE";"2";"Gastos en Bienes Corrientes y Servicios";"CIN";"CIUDAD INTELIGENTE";"940000";"0";"940000";"0";"0";"0";"0";"940000";"20220128";"22CIN--4911-22799"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CIN--4921-22203";"06";"ECONOMIA, INNOVACION Y EMPLEO";"SERVICIOS DE CONECTIVIDAD INALAMBRICA";"2";"Gastos en Bienes Corrientes y Servicios";"CIN";"CIUDAD INTELIGENTE";"18000";"0";"18000";"0";"0";"0";"0";"18000";"20220128";"22CIN--4921-22203"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CIN--4921-22299";"06";"ECONOMIA, INNOVACION Y EMPLEO";"MEJORA INFRAESTRUCTURAS INNOVACION (AMPLIABLE)";"2";"Gastos en Bienes Corrientes y Servicios";"CIN";"CIUDAD INTELIGENTE";"0";"0";"0";"0";"0";"0";"0";"0";"20220128";"22CIN--4921-22299"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CIN--4921-22706";"06";"ECONOMIA, INNOVACION Y EMPLEO";"PROYECTOS MIGRACION TARJETA CIUDADANA";"2";"Gastos en Bienes Corrientes y Servicios";"CIN";"CIUDAD INTELIGENTE";"18000";"0";"18000";"0";"0";"0";"0";"18000";"20220128";"22CIN--4921-22706"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CIN--4921-22799";"06";"ECONOMIA, INNOVACION Y EMPLEO";"SERVICIOS DE ASISTENCIAS TECNICAS";"2";"Gastos en Bienes Corrientes y Servicios";"CIN";"CIUDAD INTELIGENTE";"60000";"0";"60000";"0";"0";"0";"0";"60000";"20220128";"22CIN--4921-22799"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CON--4931-22699";"09";"SERVICIOS PUBLICOS Y MOVILIDAD";"PROGRAMA ACTIVIDADES OMIC";"2";"Gastos en Bienes Corrientes y Servicios";"CON";"CONSUMO";"15000";"0";"15000";"0";"0";"0";"0";"15000";"20220128";"22CON--4931-22699"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CON--4931-22799";"09";"SERVICIOS PUBLICOS Y MOVILIDAD";"DESCENTRALIZACION OFICINA MPAL. DE INFORMACION AL CONSUMIDOR";"2";"Gastos en Bienes Corrientes y Servicios";"CON";"CONSUMO";"110000";"0";"110000";"0";"0";"0";"0";"110000";"20220128";"22CON--4931-22799"
"https://www.zaragoza.es/sede/servicio/presupuesto/gasto-corriente/20220128-22CUL--3331-62600";"02";"CULTURA Y PROYECCION EXTERIOR";"PRODUCCION DE RECURSOS INTERACTIVOS";"6";"Inversiones Reales";"CUL";"CULTURA";"55000";"0";"55000";"0";"0";"0";"0";"55000";"20220128";"22CUL--3331-62600"
