id,id_capitulo,capitulo,aplicacion,prevision_inicial,unidades_prevision_inicial,prevision_modificacion,unidades_prevision_modificacion,prevision_definitivo,unidades_prevision_definitivo,derechos_reconocidos,unidades_derechos_reconocidos,derechos_anulados_devoluciones,unidades_derechos_anulados_devoluciones,derechos_cancelados,unidades_derechos_cancelados,derechos_reconocidos_netos,unidades_derechos_reconocidos_netos,recaudacion_neta,unidades_recaudacion_neta,derechos_pendientes_cobro,unidades_derechos_pendientes_cobro,exceso_defecto_prevision,unidades_exceso_defecto_prevision,fecha,concepto
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-30300,3,"Tasas, precios públicos y otros gastos",TRATAMIENTO DE RESIDUOS DE COMPETENCIA MUNICIPAL (O.F. 17.2),9500000,euros,0,euros,9500000,euros,894185.64,euros,0,euros,0,euros,894185.64,euros,23.22,euros,894162.42,euros,-8605814.36,euros,2022-01-28,30300
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-30900,3,"Tasas, precios públicos y otros gastos",CEMENTERIO MUNICIPAL (O.F. 19),2500000,euros,0,euros,2500000,euros,769570.26,euros,0,euros,0,euros,769570.26,euros,148933.46,euros,620636.8,euros,-1730429.74,euros,2022-01-28,30900
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-30901,3,"Tasas, precios públicos y otros gastos",EXTINCION DE INCENDIOS Y SALVAMENTOS (O.F. 16),160000,euros,0,euros,160000,euros,0,euros,276.04,euros,0,euros,-276.04,euros,-276.04,euros,0,euros,-160276.04,euros,2022-01-28,30901
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-30902,3,"Tasas, precios públicos y otros gastos",EXTINCION DE INCENDIOS SERV. FORMACION YENTR. (O.F. 16) (AMPLIABLE),0,euros,0,euros,0,euros,6002.63,euros,0,euros,0,euros,6002.63,euros,1213.7,euros,4788.93,euros,6002.63,euros,2022-01-28,30902
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-31900,3,"Tasas, precios públicos y otros gastos",APEO DE ARBOLES (O.F. 24.14),10000,euros,0,euros,10000,euros,787.18,euros,0,euros,0,euros,787.18,euros,1773.53,euros,-986.35,euros,-9212.82,euros,2022-01-28,31900
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-31901,3,"Tasas, precios públicos y otros gastos",MATRICULA DE PERROS Y RESCATE DE ANIMALES (O.F. 24.16),1000,euros,0,euros,1000,euros,0,euros,0,euros,0,euros,0,euros,0,euros,0,euros,-1000,euros,2022-01-28,31901
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-31902,3,"Tasas, precios públicos y otros gastos","SERVICIOS DE REPRODUCCION FONDOS DEL ARCHIVO, BIBLIOTECA, HEMEROTECA Y CENTROS D",25000,euros,0,euros,25000,euros,1308.83,euros,0,euros,0,euros,1308.83,euros,1308.83,euros,0,euros,-23691.17,euros,2022-01-28,31902
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-31903,3,"Tasas, precios públicos y otros gastos",INSTALACION DE ESCENARIOS (O.F. 24.23),1000,euros,0,euros,1000,euros,0,euros,0,euros,0,euros,0,euros,0,euros,0,euros,-1000,euros,2022-01-28,31903
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-31904,3,"Tasas, precios públicos y otros gastos",PRESTACION SERVICIOS INSTITUTO MUNICIPALSALUD PUBLICA (O.F. 24.10),5000,euros,0,euros,5000,euros,0,euros,0,euros,0,euros,0,euros,0,euros,0,euros,-5000,euros,2022-01-28,31904
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-31905,3,"Tasas, precios públicos y otros gastos",INGRESOS MATERIAL CENTRO DE PROTECCION ANIMAL (O.F. 24.16)(AMPLIABLE),0,euros,0,euros,0,euros,4334,euros,0,euros,0,euros,4334,euros,325,euros,4009,euros,4334,euros,2022-01-28,31905
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32100,3,"Tasas, precios públicos y otros gastos","LICENCIAS URBANISTICAS (O.F. 13.8 - A.1,C, D.1, D.2, E.1, E.2, F)",3500000,euros,0,euros,3500000,euros,322605.3,euros,9378.23,euros,0,euros,313227.07,euros,305268.45,euros,7958.62,euros,-3186772.93,euros,2022-01-28,32100
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32101,3,"Tasas, precios públicos y otros gastos","LICENCIAS URBANISTICAS: OBRAS EN VIA PUBLICA (O.F. 13.8 - A.2, C)",1000000,euros,0,euros,1000000,euros,563179,euros,0,euros,0,euros,563179,euros,40257.81,euros,522921.19,euros,-436821,euros,2022-01-28,32101
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32300,3,"Tasas, precios públicos y otros gastos","TASAS DE ACTIVIDADES (O.F. 13.8 - B, C,D.3)",750000,euros,0,euros,750000,euros,55975.67,euros,0,euros,0,euros,55975.67,euros,55975.67,euros,0,euros,-694024.33,euros,2022-01-28,32300
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32302,3,"Tasas, precios públicos y otros gastos",SERVICIOS MUNICIPALES DE CARTOGRAFIA (O.F. 13.8 - E.3),1000,euros,0,euros,1000,euros,0,euros,0,euros,0,euros,0,euros,0,euros,0,euros,-1000,euros,2022-01-28,32302
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32303,3,"Tasas, precios públicos y otros gastos",OBRAS POR CUENTA DE PARTICULARES (O.F. 24.28),100000,euros,0,euros,100000,euros,946.5,euros,0,euros,0,euros,946.5,euros,2474.7,euros,-1528.2,euros,-99053.5,euros,2022-01-28,32303
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32500,3,"Tasas, precios públicos y otros gastos",EXPEDICION DE DOCUMENTOS ADMINISTRATIVOS(O.F. 11),390000,euros,0,euros,390000,euros,17358.57,euros,0,euros,0,euros,17358.57,euros,21570.05,euros,-4211.48,euros,-372641.43,euros,2022-01-28,32500
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32600,3,"Tasas, precios públicos y otros gastos",RETIRADA DE VEHICULOS DE LA VIA PUBLICAY CUSTODIA EN DEPOSITO MUNICIPAL (O.F. 2,1100000,euros,0,euros,1100000,euros,64985.25,euros,475.5,euros,0,euros,64509.75,euros,64509.75,euros,0,euros,-1035490.25,euros,2022-01-28,32600
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32901,3,"Tasas, precios públicos y otros gastos",PUBLICACION ANUNCIOS CUENTA PARTICULARES. URBANISMO (O.F. 11) (AMPLIABLE),0,euros,0,euros,0,euros,8767.8,euros,0,euros,0,euros,8767.8,euros,8767.8,euros,0,euros,8767.8,euros,2022-01-28,32901
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32902,3,"Tasas, precios públicos y otros gastos",VIGILANCIA ESPECIAL DE ESTABLECIMIENTOSY OTROS (O.F. 24.1),500000,euros,0,euros,500000,euros,46664.45,euros,0,euros,0,euros,46664.45,euros,46664.45,euros,0,euros,-453335.55,euros,2022-01-28,32902
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32903,3,"Tasas, precios públicos y otros gastos",LABORATORIO DE ENSAYOS SERV. GESTION RESIDUOS Y EFICIENCIA ENERGETICA (O.F. 24.1,10000,euros,0,euros,10000,euros,0,euros,0,euros,0,euros,0,euros,0,euros,0,euros,-10000,euros,2022-01-28,32903
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-32904,3,"Tasas, precios públicos y otros gastos",TRANSPORTE EN AUTOMOVILES LIGEROS (O.F.11),75000,euros,0,euros,75000,euros,1056.93,euros,0,euros,0,euros,1056.93,euros,1056.93,euros,0,euros,-73943.07,euros,2022-01-28,32904
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33100,3,"Tasas, precios públicos y otros gastos","OCUPACION VIA PUBLICA CON PASOS, BADENESY RESERVA ESPACIO (O.F. 25.3)",3600000,euros,0,euros,3600000,euros,24355.93,euros,0,euros,0,euros,24355.93,euros,28254.45,euros,-3898.52,euros,-3575644.07,euros,2022-01-28,33100
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33101,3,"Tasas, precios públicos y otros gastos",PASO DE VEHICULOS DE MAS DE 12.500 KG. POR LAS VIAS PUBLICAS (O.F. 25.10),410000,euros,0,euros,410000,euros,344886.9,euros,254.49,euros,0,euros,344632.41,euros,6559.31,euros,338073.1,euros,-65367.59,euros,2022-01-28,33101
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33200,3,"Tasas, precios públicos y otros gastos",EMPRESAS EXPLOTADORAS DE SERVICIOS DE SUMINISTROS (O.F. 25.12),9500000,euros,0,euros,9500000,euros,3343.19,euros,0,euros,0,euros,3343.19,euros,9.61,euros,3333.58,euros,-9496656.81,euros,2022-01-28,33200
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33400,3,"Tasas, precios públicos y otros gastos",APERTURA DE CALICATAS O ZANJAS EN LA VIAPUBLICA (O.F. 25.2),30000,euros,0,euros,30000,euros,1287.79,euros,0,euros,0,euros,1287.79,euros,442.95,euros,844.84,euros,-28712.21,euros,2022-01-28,33400
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33501,3,"Tasas, precios públicos y otros gastos",OCUPACION VIA PUBLICA CON VELADORES Y SOMBRILLAS (O.F. 25.4),500000,euros,0,euros,500000,euros,0,euros,3726.88,euros,0,euros,-3726.88,euros,-3726.88,euros,0,euros,-503726.88,euros,2022-01-28,33501
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33700,3,"Tasas, precios públicos y otros gastos",UTILIZACION DEL VUELO DE LA VIA PUBLICA(O.F. 25.7),1000,euros,0,euros,1000,euros,0,euros,0,euros,0,euros,0,euros,0,euros,0,euros,-1000,euros,2022-01-28,33700
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33800,3,"Tasas, precios públicos y otros gastos","COMPENSACION DE TELEFONICA DE ESPAÑA, S.A.",1900000,euros,0,euros,1900000,euros,477227.41,euros,0,euros,0,euros,477227.41,euros,477227.41,euros,0,euros,-1422772.59,euros,2022-01-28,33800
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33900,3,"Tasas, precios públicos y otros gastos","VALLAS, ANDAMIOS Y POSTES (O.F. 25.1)",240000,euros,0,euros,240000,euros,7991.41,euros,0,euros,0,euros,7991.41,euros,5387.1,euros,2604.31,euros,-232008.59,euros,2022-01-28,33900
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33901,3,"Tasas, precios públicos y otros gastos","VENTA AMBULANTE, INDUSTRIAS CALLEJERAS (O.F. 25.5)",600000,euros,0,euros,600000,euros,29996.96,euros,0,euros,0,euros,29996.96,euros,11815.22,euros,18181.74,euros,-570003.04,euros,2022-01-28,33901
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33902,3,"Tasas, precios públicos y otros gastos",OCUPACION DE VIA PUBLICA CON CONTENEDORES (O.F. 25.6),25000,euros,0,euros,25000,euros,0,euros,0,euros,0,euros,0,euros,0,euros,0,euros,-25000,euros,2022-01-28,33902
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33904,3,"Tasas, precios públicos y otros gastos",OCUPACION SUBSUELO VIA PUBLICA (O.F. 25.7),915000,euros,0,euros,915000,euros,978.69,euros,0,euros,0,euros,978.69,euros,0,euros,978.69,euros,-914021.31,euros,2022-01-28,33904
https://www.zaragoza.es/sede/servicio/presupuesto/ingreso-corriente/20220128-33905,3,"Tasas, precios públicos y otros gastos",PUESTOS Y BARRACAS (O.F. 25.5),1000,euros,0,euros,1000,euros,0,euros,0,euros,0,euros,0,euros,0,euros,0,euros,-1000,euros,2022-01-28,33905
